date,store_nbr,item_nbr,unit_sales,onpromotion,city,type_x,cluster,family,perishable,type_y,locale,transferred,dcoilwtico
2017-07-27,27,1458847,3.0,False,Daule,D,1,DAIRY,1,,,,49.05
2017-08-01,39,1306196,7.0,False,Cuenca,B,6,CLEANING,0,,,,49.19
2017-07-18,9,1410850,1.0,False,Quito,B,6,HOME AND KITCHEN II,0,,,,46.4
2017-08-02,47,2054300,1.0,False,Quito,A,14,GROCERY I,0,,,,49.6
2017-07-17,40,1695959,2.429,False,Machala,C,3,PRODUCE,1,,,,46.02
2017-08-11,3,557408,14.0,False,Quito,D,8,DAIRY,1,Transfer,National,False,48.81
2017-08-05,2,507354,1.992,False,Quito,D,13,DELI,1,Holiday,Local,False,
2017-07-24,44,1489662,10.0,False,Quito,A,5,PRODUCE,1,Additional,Local,False,46.21
2017-07-28,36,1958238,1.0,False,Libertad,E,10,BEVERAGES,0,,,,49.72
2017-07-26,22,1464241,6.0,False,Puyo,C,7,BEVERAGES,0,,,,48.58
2017-08-13,9,954805,4.0,False,Quito,B,6,GROCERY I,0,,,,
2017-07-15,43,1958179,4.0,True,Esmeraldas,E,10,BEVERAGES,0,,,,
2017-08-04,5,759694,7.0,False,Santo Domingo,D,4,GROCERY I,0,,,,49.57
2017-07-28,5,358272,3.0,False,Santo Domingo,D,4,DAIRY,1,,,,49.72
2017-07-31,13,1997976,1.0,False,Latacunga,C,15,GROCERY I,0,,,,50.21
2017-07-29,23,215331,6.0,False,Ambato,D,9,GROCERY I,0,,,,
2017-07-18,29,1239817,1.0,False,Guayaquil,E,10,DAIRY,1,,,,46.4
2017-08-01,21,1146786,24.0,True,Santo Domingo,B,6,GROCERY I,0,,,,49.19
2017-08-13,54,1695912,5.534,False,El Carmen,C,3,PRODUCE,1,,,,
2017-08-01,51,1501508,15.889,False,Guayaquil,A,17,PRODUCE,1,,,,49.19
2017-07-26,11,1971373,3.0,True,Cayambe,B,6,DAIRY,1,,,,48.58
2017-08-08,4,2047508,7.0,False,Quito,D,9,BEVERAGES,0,,,,49.07
2017-07-27,9,261700,14.0,False,Quito,B,6,GROCERY I,0,,,,49.05
2017-07-22,38,1230417,2.0,False,Loja,D,4,PERSONAL CARE,0,,,,
2017-07-19,8,1909754,2.0,False,Quito,D,8,HOME AND KITCHEN II,0,,,,47.1
2017-07-18,43,1121513,2.0,False,Esmeraldas,E,10,CLEANING,0,,,,46.4
2017-07-30,30,260628,20.0,True,Guayaquil,C,3,BREAD/BAKERY,1,,,,
2017-07-19,9,1584365,1.0,False,Quito,B,6,LADIESWEAR,0,,,,47.1
2017-08-13,8,938567,1.0,False,Quito,D,8,GROCERY I,0,,,,
2017-08-14,47,457928,43.187,False,Quito,A,14,POULTRY,1,,,,47.59
2017-07-19,7,1456993,1.0,False,Quito,D,8,HOME CARE,0,,,,47.1
2017-07-15,51,1239846,6.0,False,Guayaquil,A,17,DAIRY,1,,,,
2017-07-17,51,1105214,2.0,False,Guayaquil,A,17,GROCERY I,0,,,,46.02
2017-07-16,17,1047705,3.0,False,Quito,C,12,BEVERAGES,0,,,,
2017-07-29,30,1718310,1.0,False,Guayaquil,C,3,PRODUCE,1,,,,
2017-08-07,7,1361205,1.0,False,Quito,D,8,DAIRY,1,,,,49.37
2017-07-17,46,907671,1.0,False,Quito,A,14,"LIQUOR,WINE,BEER",0,,,,46.02
2017-08-12,42,621300,5.0,False,Cuenca,D,2,GROCERY I,0,,,,
2017-08-09,8,1621528,10.0,True,Quito,D,8,PRODUCE,1,,,,49.59
2017-07-15,36,374464,3.0,False,Libertad,E,10,GROCERY I,0,,,,
2017-07-31,34,818590,3.0,False,Guayaquil,B,6,HARDWARE,0,,,,50.21
2017-07-28,48,564274,8.0,False,Quito,A,14,GROCERY I,0,,,,49.72
2017-07-26,4,2048300,1.0,False,Quito,D,9,GROCERY I,0,,,,48.58
2017-07-16,33,1157462,17.0,False,Quevedo,C,3,GROCERY I,0,,,,
2017-07-15,25,1696041,5.0,False,Salinas,D,1,PRODUCE,1,,,,
2017-07-23,51,634009,15.767,False,Guayaquil,A,17,MEATS,1,Holiday,Local,False,
2017-08-07,3,1028589,4.0,True,Quito,D,8,"LIQUOR,WINE,BEER",0,,,,49.37
2017-07-25,12,1372563,1.0,False,Latacunga,C,15,HOME AND KITCHEN I,0,Additional,Local,False,47.77
2017-08-08,29,1400331,4.0,False,Guayaquil,E,10,CLEANING,0,,,,49.07
2017-07-22,8,1239901,37.963,False,Quito,D,8,POULTRY,1,,,,
2017-07-23,7,1164290,7.0,False,Quito,D,8,DAIRY,1,Holiday,Local,False,
2017-08-01,37,1146784,2.0,False,Cuenca,D,2,GROCERY I,0,,,,49.19
2017-08-06,29,2048421,1.0,False,Guayaquil,E,10,GROCERY I,0,,,,
2017-07-20,47,258537,5.0,False,Quito,A,14,CLEANING,0,,,,46.73
2017-07-21,32,428054,3.0,False,Guayaquil,C,3,GROCERY I,0,,,,45.78
2017-07-22,35,1464092,3.0,False,Playas,C,3,BEVERAGES,0,,,,
2017-07-15,8,1044584,4.0,False,Quito,D,8,BEVERAGES,0,,,,
2017-08-07,36,1696039,1.525,False,Libertad,E,10,PRODUCE,1,,,,49.37
2017-08-12,37,1463507,3.0,False,Cuenca,D,2,BEVERAGES,0,,,,
2017-08-08,31,222879,15.0,False,Babahoyo,B,10,GROCERY I,0,,,,49.07
2017-08-12,17,1333994,10.0,True,Quito,C,12,GROCERY I,0,,,,
2017-07-31,24,949053,6.0,False,Guayaquil,D,1,GROCERY I,0,,,,50.21
2017-08-02,10,812735,1.0,False,Quito,C,15,GROCERY I,0,,,,49.6
2017-08-15,47,1958238,8.0,False,Quito,A,14,BEVERAGES,0,Holiday,Local,False,47.57
2017-08-12,27,514242,19.0,False,Daule,D,1,GROCERY I,0,,,,
2017-07-29,8,1463992,103.0,False,Quito,D,8,BEVERAGES,0,,,,
2017-07-21,20,1968318,1.0,False,Quito,B,6,DAIRY,1,,,,45.78
2017-07-29,40,968935,3.0,False,Machala,C,3,"LIQUOR,WINE,BEER",0,,,,
2017-07-16,7,679602,8.0,False,Quito,D,8,BREAD/BAKERY,1,,,,
2017-07-23,10,472645,1.0,False,Quito,C,15,GROCERY I,0,Holiday,Local,False,
2017-08-09,42,1457396,1.0,False,Cuenca,D,2,HOME CARE,0,,,,49.59
2017-07-27,15,1473478,1.433,False,Ibarra,C,15,PRODUCE,1,,,,49.05
2017-07-20,1,1239906,1.0,True,Quito,D,13,DAIRY,1,,,,46.73
2017-08-12,16,841841,2.0,False,Santo Domingo,C,3,GROCERY I,0,,,,
2017-07-17,19,1965853,15.0,False,Guaranda,C,15,GROCERY I,0,,,,46.02
2017-07-29,47,1501579,12.0,False,Quito,A,14,PRODUCE,1,,,,
2017-07-25,15,1047717,4.0,False,Ibarra,C,15,BEVERAGES,0,Additional,Local,False,47.77
2017-07-21,25,1351227,1.0,False,Salinas,D,1,GROCERY I,0,,,,45.78
2017-07-17,2,2113343,1.0,False,Quito,D,13,BEVERAGES,0,,,,46.02
2017-08-05,11,1977420,9.0,False,Cayambe,B,6,PERSONAL CARE,0,Holiday,Local,False,
2017-07-17,47,812751,8.0,False,Quito,A,14,"LIQUOR,WINE,BEER",0,,,,46.02
2017-07-20,28,671076,1.0,False,Guayaquil,E,10,DELI,1,,,,46.73
2017-07-22,16,2061214,4.0,False,Santo Domingo,C,3,BEVERAGES,0,,,,
2017-07-17,45,116018,19.0,False,Quito,A,11,GROCERY I,0,,,,46.02
2017-08-13,20,1333224,13.0,True,Quito,B,6,GROCERY I,0,,,,
2017-07-22,26,2010315,1.0,False,Guayaquil,D,10,PERSONAL CARE,0,,,,
2017-07-26,19,313641,2.0,False,Guaranda,C,15,GROCERY I,0,,,,48.58
2017-07-29,35,1473500,5.441,False,Playas,C,3,PRODUCE,1,,,,
2017-07-24,48,1920046,4.0,False,Quito,A,14,GROCERY I,0,Additional,Local,False,46.21
2017-08-15,17,457688,1.0,False,Quito,C,12,CLEANING,0,Holiday,Local,False,47.57
2017-07-30,29,1089046,13.0,False,Guayaquil,E,10,CLEANING,0,,,,
2017-07-20,48,1393033,5.0,False,Quito,A,14,BEVERAGES,0,,,,46.73
2017-07-31,54,305074,2.0,False,El Carmen,C,3,GROCERY I,0,,,,50.21
2017-07-15,5,1178696,2.0,False,Santo Domingo,D,4,CLEANING,0,,,,
2017-08-02,47,358232,7.0,False,Quito,A,14,CLEANING,0,,,,49.6
2017-07-26,14,213653,2.0,False,Riobamba,C,7,GROCERY I,0,,,,48.58
2017-07-19,2,1305845,18.0,False,Quito,D,13,DELI,1,,,,47.1
2017-08-05,44,1354384,13.0,False,Quito,A,5,GROCERY I,0,Holiday,Local,False,
2017-08-11,31,2009639,7.0,False,Babahoyo,B,10,DAIRY,1,Transfer,National,False,48.81
2017-07-19,9,803101,7.0,False,Quito,B,6,CLEANING,0,,,,47.1
2017-07-21,24,2030822,2.0,False,Guayaquil,D,1,GROCERY I,0,,,,45.78
2017-07-27,1,1686685,5.0,False,Quito,D,13,PRODUCE,1,,,,49.05
2017-07-23,15,1963838,1.0,False,Ibarra,C,15,CLEANING,0,Holiday,Local,False,
2017-07-25,19,1921770,1.0,False,Guaranda,C,15,DELI,1,Additional,Local,False,47.77
2017-07-30,50,205486,2.0,False,Ambato,A,14,DAIRY,1,,,,
2017-07-28,6,633996,4.944,True,Quito,D,13,MEATS,1,,,,49.72
2017-08-06,33,1463881,28.0,False,Quevedo,C,3,BEVERAGES,0,,,,
2017-07-19,9,1695950,5.205,False,Quito,B,6,PRODUCE,1,,,,47.1
2017-08-10,4,1464072,1.0,False,Quito,D,9,BEVERAGES,0,Holiday,National,True,48.54
2017-08-14,39,1920059,1.0,False,Cuenca,B,6,GROCERY I,0,,,,47.59
2017-08-02,6,159242,5.0,False,Quito,D,13,CLEANING,0,,,,49.6
2017-08-02,46,1473488,2.01,True,Quito,A,14,PRODUCE,1,,,,49.6
2017-07-22,10,315220,6.0,False,Quito,C,15,GROCERY I,0,,,,
2017-08-05,30,1463604,1.0,False,Guayaquil,C,3,BEVERAGES,0,Holiday,Local,False,
2017-07-19,45,1986627,7.0,True,Quito,A,11,HOME CARE,0,,,,47.1
2017-07-29,10,949296,2.0,False,Quito,C,15,CLEANING,0,,,,
2017-07-28,45,1942510,5.0,False,Quito,A,11,BEVERAGES,0,,,,49.72
2017-07-26,18,564534,5.0,False,Quito,B,16,GROCERY I,0,,,,48.58
2017-07-31,34,464339,5.0,False,Guayaquil,B,6,GROCERY I,0,,,,50.21
2017-08-01,2,1972822,1.0,False,Quito,D,13,HOME AND KITCHEN I,0,,,,49.19
2017-08-03,20,2010667,4.0,False,Quito,B,6,GROCERY I,0,,,,49.03
2017-08-03,11,2105347,10.0,False,Cayambe,B,6,BEAUTY,0,,,,49.03
2017-07-22,27,308766,3.0,False,Daule,D,1,CLEANING,0,,,,
2017-08-15,5,2056557,3.0,False,Santo Domingo,D,4,GROCERY I,0,Holiday,Local,False,47.57
2017-07-21,12,578467,1.0,False,Latacunga,C,15,GROCERY I,0,,,,45.78
2017-07-29,12,1146800,3.0,False,Latacunga,C,15,GROCERY I,0,,,,
2017-07-27,47,1920069,1.0,False,Quito,A,14,GROCERY I,0,,,,49.05
2017-07-25,39,2045373,5.0,True,Cuenca,B,6,LAWN AND GARDEN,0,Additional,Local,False,47.77
2017-08-11,40,1239840,4.0,False,Machala,C,3,DAIRY,1,Transfer,National,False,48.81
2017-08-03,28,2028217,6.0,False,Guayaquil,E,10,BEVERAGES,0,,,,49.03
2017-08-10,10,105576,13.0,False,Quito,C,15,GROCERY I,0,Holiday,National,True,48.54
2017-08-10,15,759893,7.0,False,Ibarra,C,15,CLEANING,0,Holiday,National,True,48.54
2017-08-02,22,1179109,1.0,False,Puyo,C,7,GROCERY I,0,,,,49.6
2017-08-09,43,1342009,13.0,False,Esmeraldas,E,10,GROCERY I,0,,,,49.59
2017-08-05,2,1751175,12.76,False,Quito,D,13,PRODUCE,1,Holiday,Local,False,
2017-08-08,47,1958238,11.0,False,Quito,A,14,BEVERAGES,0,,,,49.07
2017-07-28,6,268834,4.0,False,Quito,D,13,GROCERY I,0,,,,49.72
2017-07-27,46,517909,5.516,False,Quito,A,14,DELI,1,,,,49.05
2017-08-04,2,1239810,2.0,False,Quito,D,13,DAIRY,1,,,,49.57
2017-08-05,38,2008571,2.0,False,Loja,D,4,BEVERAGES,0,Holiday,Local,False,
2017-08-05,54,1464239,4.0,False,El Carmen,C,3,BEVERAGES,0,Holiday,Local,False,
2017-07-27,15,1397062,24.0,True,Ibarra,C,15,BEVERAGES,0,,,,49.05
2017-07-20,27,378330,4.0,False,Daule,D,1,GROCERY I,0,,,,46.73
2017-08-06,35,1047681,2.0,False,Playas,C,3,BEVERAGES,0,,,,
2017-08-06,13,1179119,3.0,True,Latacunga,C,15,BREAD/BAKERY,1,,,,
2017-07-30,48,1464076,16.0,False,Quito,A,14,BEVERAGES,0,,,,
2017-07-21,51,1501570,73.0,False,Guayaquil,A,17,PRODUCE,1,,,,45.78
2017-08-10,47,903284,55.749,False,Quito,A,14,POULTRY,1,Holiday,National,True,48.54
2017-08-04,10,2054580,4.0,False,Quito,C,15,BEVERAGES,0,,,,49.57
2017-07-24,45,1422036,1.0,False,Quito,A,11,GROCERY I,0,Additional,Local,False,46.21
2017-07-23,21,716241,2.0,False,Santo Domingo,B,6,CLEANING,0,Holiday,Local,False,
2017-07-18,48,2033699,1.0,False,Quito,A,14,DAIRY,1,,,,46.4
2017-08-08,47,1104650,1.0,False,Quito,A,14,CLEANING,0,,,,49.07
2017-08-09,37,1950703,1.0,False,Cuenca,D,2,CLEANING,0,,,,49.59
2017-07-21,17,1230461,2.0,False,Quito,C,12,PERSONAL CARE,0,,,,45.78
2017-07-24,10,1976710,1.0,False,Quito,C,15,BEVERAGES,0,Additional,Local,False,46.21
2017-07-22,45,968935,8.0,False,Quito,A,11,"LIQUOR,WINE,BEER",0,,,,
2017-08-09,6,890375,1.0,False,Quito,D,13,GROCERY I,0,,,,49.59
2017-08-06,53,1038950,7.0,False,Manta,D,13,BREAD/BAKERY,1,,,,
2017-08-07,5,1693644,11.0,False,Santo Domingo,D,4,PRODUCE,1,,,,49.37
2017-08-11,8,1390352,2.0,False,Quito,D,8,GROCERY I,0,Transfer,National,False,48.81
2017-08-02,19,1159726,4.0,False,Guaranda,C,15,GROCERY I,0,,,,49.6
2017-07-17,9,1464074,8.0,False,Quito,B,6,BEVERAGES,0,,,,46.02
2017-07-23,21,215352,7.0,False,Santo Domingo,B,6,GROCERY I,0,Holiday,Local,False,
2017-08-14,50,1456910,2.0,False,Ambato,A,14,HOME CARE,0,,,,47.59
2017-07-19,12,583978,2.55,False,Latacunga,C,15,MEATS,1,,,,47.1
2017-07-27,2,1418846,1.0,False,Quito,D,13,GROCERY I,0,,,,49.05
2017-07-22,11,759894,6.0,False,Cayambe,B,6,PERSONAL CARE,0,,,,
2017-07-24,31,414752,5.0,False,Babahoyo,B,10,GROCERY I,0,Additional,Local,False,46.21
2017-08-08,15,692537,4.0,False,Ibarra,C,15,GROCERY I,0,,,,49.07
2017-07-22,8,2010269,5.0,False,Quito,D,8,GROCERY I,0,,,,
2017-08-05,31,215468,3.0,False,Babahoyo,B,10,LINGERIE,0,Holiday,Local,False,
2017-07-18,7,1695978,5.219,False,Quito,D,8,PRODUCE,1,,,,46.4
2017-07-21,8,847894,9.0,False,Quito,D,8,BREAD/BAKERY,1,,,,45.78
2017-07-17,18,158956,2.0,False,Quito,B,16,CLEANING,0,,,,46.02
2017-07-18,51,577741,11.0,False,Guayaquil,A,17,GROCERY I,0,,,,46.4
2017-08-07,11,1501547,1.0,False,Cayambe,B,6,PRODUCE,1,,,,49.37
2017-08-09,3,2084706,4.0,True,Quito,D,8,HOME CARE,0,,,,49.59
2017-07-17,1,1228994,3.0,False,Quito,D,13,PERSONAL CARE,0,,,,46.02
2017-08-04,10,554144,2.0,False,Quito,C,15,GROCERY I,0,,,,49.57
2017-07-26,29,409738,6.0,True,Guayaquil,E,10,BREAD/BAKERY,1,,,,48.58
2017-07-24,8,1609729,4.0,False,Quito,D,8,PRODUCE,1,Additional,Local,False,46.21
2017-07-31,29,2010216,2.0,False,Guayaquil,E,10,GROCERY I,0,,,,50.21
2017-08-01,12,716250,1.0,False,Latacunga,C,15,BEVERAGES,0,,,,49.19
2017-07-20,37,2011218,2.0,False,Cuenca,D,2,GROCERY I,0,,,,46.73
2017-08-13,15,1324670,1.0,False,Ibarra,C,15,GROCERY I,0,,,,
2017-07-19,24,979196,2.0,False,Guayaquil,D,1,CLEANING,0,,,,47.1
2017-07-15,53,1502383,11.0,False,Manta,D,13,PRODUCE,1,,,,
2017-07-23,32,1114903,1.0,True,Guayaquil,C,3,CLEANING,0,Holiday,Local,False,
2017-08-04,4,172184,7.0,False,Quito,D,9,GROCERY I,0,,,,49.57
2017-08-06,37,1958216,14.0,False,Cuenca,D,2,BEVERAGES,0,,,,
2017-07-20,11,1143686,1.0,False,Cayambe,B,6,BEVERAGES,0,,,,46.73
2017-08-11,31,1920046,2.0,False,Babahoyo,B,10,GROCERY I,0,Transfer,National,False,48.81
2017-08-04,35,1057034,1.0,False,Playas,C,3,GROCERY I,0,,,,49.57
2017-08-15,5,812751,1.0,False,Santo Domingo,D,4,"LIQUOR,WINE,BEER",0,Holiday,Local,False,47.57
2017-07-23,43,1621529,5.0,True,Esmeraldas,E,10,PRODUCE,1,Holiday,Local,False,
2017-08-08,51,1239846,1.0,False,Guayaquil,A,17,DAIRY,1,,,,49.07
2017-07-28,28,1345070,3.0,False,Guayaquil,E,10,GROCERY I,0,,,,49.72
2017-08-14,6,692104,5.0,False,Quito,D,13,CLEANING,0,,,,47.59
2017-07-24,38,1463798,12.0,False,Loja,D,4,BEVERAGES,0,Additional,Local,False,46.21
2017-07-23,24,716242,2.0,False,Guayaquil,D,1,CLEANING,0,Holiday,Local,False,
2017-07-31,6,805310,7.0,False,Quito,D,13,BEVERAGES,0,,,,50.21
2017-07-26,5,1971461,2.0,False,Santo Domingo,D,4,DAIRY,1,,,,48.58
2017-08-15,5,740722,3.0,False,Santo Domingo,D,4,CLEANING,0,Holiday,Local,False,47.57
2017-08-12,30,302997,1.0,False,Guayaquil,C,3,GROCERY I,0,,,,
2017-08-01,41,258268,12.0,False,Machala,D,4,EGGS,1,,,,49.19
2017-08-13,34,1246493,16.0,False,Guayaquil,B,6,GROCERY I,0,,,,
2017-07-15,47,364738,195.0,True,Quito,A,14,BEVERAGES,0,,,,
2017-07-31,54,638240,3.0,False,El Carmen,C,3,CLEANING,0,,,,50.21
2017-08-15,30,1052563,53.0,False,Guayaquil,C,3,GROCERY I,0,Holiday,Local,False,47.57
2017-08-05,3,165551,8.0,False,Quito,D,8,BEVERAGES,0,Holiday,Local,False,
2017-08-10,46,1397779,5.0,False,Quito,A,14,GROCERY I,0,Holiday,National,True,48.54
2017-08-01,46,1411065,10.0,False,Quito,A,14,GROCERY I,0,,,,49.19
2017-07-29,37,1105299,2.0,False,Cuenca,D,2,GROCERY I,0,,,,
2017-08-02,6,1317095,4.0,False,Quito,D,13,GROCERY I,0,,,,49.6
2017-07-15,42,2006928,5.0,False,Cuenca,D,2,BEVERAGES,0,,,,
2017-07-22,9,472645,2.0,False,Quito,B,6,GROCERY I,0,,,,
2017-08-10,44,881912,6.0,False,Quito,A,5,GROCERY I,0,Holiday,National,True,48.54
2017-08-01,50,1239788,2.0,False,Ambato,A,14,DAIRY,1,,,,49.19
2017-07-27,49,740726,2.0,False,Quito,A,11,GROCERY I,0,,,,49.05
2017-07-22,37,1913257,3.0,False,Cuenca,D,2,CLEANING,0,,,,
2017-07-25,6,843585,7.0,False,Quito,D,13,GROCERY I,0,Additional,Local,False,47.77
2017-08-11,41,1459514,11.0,False,Machala,D,4,CLEANING,0,Transfer,National,False,48.81
2017-07-18,14,1463866,17.0,True,Riobamba,C,7,BEVERAGES,0,,,,46.4
2017-08-04,15,771157,3.0,False,Ibarra,C,15,CLEANING,0,,,,49.57
2017-08-15,38,1579081,4.0,False,Loja,D,4,PRODUCE,1,Holiday,Local,False,47.57
2017-07-19,17,1962621,26.0,False,Quito,C,12,BEVERAGES,0,,,,47.1
2017-08-10,18,1235334,7.0,False,Quito,B,16,GROCERY I,0,Holiday,National,True,48.54
2017-08-09,49,872310,1.0,False,Quito,A,11,GROCERY I,0,,,,49.59
2017-07-18,6,315176,14.0,False,Quito,D,13,BEVERAGES,0,,,,46.4
2017-08-15,48,1958171,3.0,False,Quito,A,14,BEVERAGES,0,Holiday,Local,False,47.57
2017-08-07,21,1367273,3.0,False,Santo Domingo,B,6,HOME AND KITCHEN I,0,,,,49.37
2017-08-02,25,1346630,2.0,False,Salinas,D,1,CLEANING,0,,,,49.6
2017-08-08,50,2113914,3.0,False,Ambato,A,14,CLEANING,0,,,,49.07
2017-08-08,49,928477,2.0,False,Quito,A,11,CLEANING,0,,,,49.07
2017-07-21,53,275823,5.0,False,Manta,D,13,CLEANING,0,,,,45.78
2017-07-27,13,1909411,3.0,False,Latacunga,C,15,HOME CARE,0,,,,49.05
2017-08-12,44,1239807,21.0,False,Quito,A,5,DAIRY,1,,,,
2017-08-01,4,1954510,1.0,False,Quito,D,9,GROCERY I,0,,,,49.19
2017-07-30,48,1336461,4.0,False,Quito,A,14,BEVERAGES,0,,,,
2017-08-02,17,407552,3.0,False,Quito,C,12,DELI,1,,,,49.6
2017-07-29,2,949510,4.0,False,Quito,D,13,GROCERY I,0,,,,
2017-08-15,20,1339883,9.0,False,Quito,B,6,FROZEN FOODS,0,Holiday,Local,False,47.57
2017-07-15,37,2051064,4.0,True,Cuenca,D,2,PERSONAL CARE,0,,,,
2017-08-09,46,1914280,7.0,False,Quito,A,14,BEVERAGES,0,,,,49.59
2017-07-30,54,1686637,57.0,False,El Carmen,C,3,PRODUCE,1,,,,
2017-07-31,13,1943792,7.0,False,Latacunga,C,15,BEVERAGES,0,,,,50.21
2017-08-03,28,939207,18.0,False,Guayaquil,E,10,DAIRY,1,,,,49.03
2017-07-24,2,1472453,1.0,False,Quito,D,13,PERSONAL CARE,0,Additional,Local,False,46.21
2017-08-15,40,1239913,4.0,False,Machala,C,3,DAIRY,1,Holiday,Local,False,47.57
2017-07-21,19,1246495,2.0,False,Guaranda,C,15,GROCERY I,0,,,,45.78
2017-07-16,11,378332,2.0,False,Cayambe,B,6,GROCERY I,0,,,,
2017-07-17,5,364738,12.0,True,Santo Domingo,D,4,BEVERAGES,0,,,,46.02
2017-07-31,23,1047685,7.0,False,Ambato,D,9,BEVERAGES,0,,,,50.21
2017-07-26,19,1960892,5.0,True,Guaranda,C,15,PRODUCE,1,,,,48.58
2017-07-15,24,467808,8.0,False,Guayaquil,D,1,CLEANING,0,,,,
2017-08-02,45,789905,16.0,False,Quito,A,11,DAIRY,1,,,,49.6
2017-08-11,37,165704,42.0,True,Cuenca,D,2,GROCERY I,0,Transfer,National,False,48.81
2017-07-23,20,557289,6.0,False,Quito,B,6,DELI,1,Holiday,Local,False,
2017-08-15,40,1990742,1.0,False,Machala,C,3,DELI,1,Holiday,Local,False,47.57
2017-08-05,6,1463882,7.0,False,Quito,D,13,BEVERAGES,0,Holiday,Local,False,
2017-08-01,25,358264,3.0,False,Salinas,D,1,GROCERY I,0,,,,49.19
2017-08-01,4,838407,5.0,False,Quito,D,9,DAIRY,1,,,,49.19
2017-07-26,51,1751176,65.06,True,Guayaquil,A,17,PRODUCE,1,,,,48.58
2017-08-02,51,1348983,5.0,False,Guayaquil,A,17,GROCERY I,0,,,,49.6
2017-08-10,23,312324,1.0,False,Ambato,D,9,GROCERY I,0,Holiday,National,True,48.54
2017-07-31,52,155600,7.0,False,Manta,A,11,GROCERY I,0,,,,50.21
2017-08-07,17,838215,9.0,False,Quito,C,12,DAIRY,1,,,,49.37
2017-08-07,38,1253765,2.0,False,Loja,D,4,PERSONAL CARE,0,,,,49.37
2017-07-30,2,838407,9.0,False,Quito,D,13,DAIRY,1,,,,
2017-07-30,49,1457192,1.0,False,Quito,A,11,HOME CARE,0,,,,
2017-07-30,42,363889,1.0,False,Cuenca,D,2,GROCERY I,0,,,,
2017-07-22,31,1463992,22.0,False,Babahoyo,B,10,BEVERAGES,0,,,,
2017-08-10,11,1159414,26.0,False,Cayambe,B,6,GROCERY I,0,Holiday,National,True,48.54
2017-08-04,43,319272,3.0,False,Esmeraldas,E,10,BEVERAGES,0,,,,49.57
2017-07-18,46,358272,9.0,False,Quito,A,14,DAIRY,1,,,,46.4
2017-07-18,13,268676,2.0,False,Latacunga,C,15,GROCERY I,0,,,,46.4
2017-07-30,31,1121513,3.0,False,Babahoyo,B,10,CLEANING,0,,,,
2017-07-25,9,903284,63.192,False,Quito,B,6,POULTRY,1,Additional,Local,False,47.77
2017-07-29,52,843607,5.0,False,Manta,A,11,GROCERY I,0,,,,
2017-08-08,46,759651,2.0,False,Quito,A,14,PERSONAL CARE,0,,,,49.07
2017-08-09,40,1354390,2.0,False,Machala,C,3,GROCERY I,0,,,,49.59
2017-07-21,24,1463914,3.0,False,Guayaquil,D,1,BEVERAGES,0,,,,45.78
2017-08-10,36,2059342,3.0,False,Libertad,E,10,HOME CARE,0,Holiday,National,True,48.54
2017-07-19,3,1229023,2.0,False,Quito,D,8,PERSONAL CARE,0,,,,47.1
2017-07-15,16,1157564,9.0,True,Santo Domingo,C,3,GROCERY I,0,,,,
2017-08-02,28,2011401,2.0,False,Guayaquil,E,10,GROCERY I,0,,,,49.6
2017-08-14,26,868529,1.0,False,Guayaquil,D,10,GROCERY I,0,,,,47.59
2017-08-13,40,1306196,16.0,False,Machala,C,3,CLEANING,0,,,,
2017-07-26,13,1457230,4.0,True,Latacunga,C,15,HOME CARE,0,,,,48.58
2017-08-01,51,1345337,3.0,False,Guayaquil,A,17,DAIRY,1,,,,49.19
2017-07-30,29,586823,3.0,False,Guayaquil,E,10,CLEANING,0,,,,
2017-07-20,1,1239846,5.0,False,Quito,D,13,DAIRY,1,,,,46.73
2017-08-06,7,841841,14.0,False,Quito,D,8,GROCERY I,0,,,,
2017-07-26,6,1066901,2.0,False,Quito,D,13,BEVERAGES,0,,,,48.58
2017-07-23,41,1342003,5.0,False,Machala,D,4,GROCERY I,0,Holiday,Local,False,
2017-08-02,17,1913258,6.0,False,Quito,C,12,CLEANING,0,,,,49.6
2017-08-02,5,1354390,1.0,False,Santo Domingo,D,4,GROCERY I,0,,,,49.6
2017-08-13,51,1038952,3.0,False,Guayaquil,A,17,BREAD/BAKERY,1,,,,
2017-07-19,49,1709252,7.0,True,Quito,A,11,PRODUCE,1,,,,47.1
2017-07-30,29,1503855,11.306,False,Guayaquil,E,10,PRODUCE,1,,,,
2017-08-01,34,1281780,1.0,False,Guayaquil,B,6,CLEANING,0,,,,49.19
2017-07-17,12,314570,9.0,True,Latacunga,C,15,CLEANING,0,,,,46.02
2017-08-09,36,1239870,4.12,False,Libertad,E,10,POULTRY,1,,,,49.59
2017-07-16,53,564287,22.0,False,Manta,D,13,BREAD/BAKERY,1,,,,
2017-07-25,5,1503823,1.375,False,Santo Domingo,D,4,PRODUCE,1,Additional,Local,False,47.77
2017-08-09,48,1958262,4.0,False,Quito,A,14,GROCERY I,0,,,,49.59
2017-07-16,48,1464025,24.0,False,Quito,A,14,BEVERAGES,0,,,,
2017-07-17,36,155610,2.0,True,Libertad,E,10,GROCERY I,0,,,,46.02
2017-07-26,38,581742,1.0,False,Loja,D,4,GROCERY I,0,,,,48.58
2017-07-22,46,2101795,4.0,False,Quito,A,14,BEAUTY,0,,,,
2017-08-04,8,1584295,5.0,False,Quito,D,8,LADIESWEAR,0,,,,49.57
