id,date,store_nbr,item_nbr,unit_sales,onpromotion
125326926,2017-08-14,20,215327,10.0,False
122392805,2017-07-17,17,1976260,408.0,False
123284106,2017-07-25,49,510054,7.0,False
125210985,2017-08-13,13,1936173,6.0,False
124886735,2017-08-10,5,1400329,2.0,False
124796762,2017-08-09,10,1456997,2.0,False
122944202,2017-07-22,40,949243,5.0,False
125085962,2017-08-12,3,1463885,17.0,False
122988190,2017-07-23,4,2006810,1.0,False
123178626,2017-07-24,47,1575249,5.0,False
124009543,2017-08-01,44,1084417,23.0,False
124301541,2017-08-04,31,1913462,5.0,False
122418625,2017-07-17,32,2027559,1.0,False
125264261,2017-08-13,44,407542,9.0,True
124971862,2017-08-10,52,1464093,17.0,False
122827996,2017-07-21,36,165550,1.0,False
123656847,2017-07-29,31,1621529,5.0,True
125348743,2017-08-14,33,364413,16.0,False
123749416,2017-07-30,21,2007117,16.0,False
123235223,2017-07-25,23,114790,2.0,False
125001641,2017-08-11,14,1104599,3.0,False
125404919,2017-08-15,6,165988,4.0,False
123234878,2017-07-25,22,1672580,12.0,True
122532803,2017-07-18,39,1420007,2.0,False
124504539,2017-08-06,23,1751176,3.009,False
123969024,2017-08-01,22,2019084,2.0,False
124802526,2017-08-09,14,1160873,4.0,False
125204351,2017-08-13,9,1457239,3.0,False
124686556,2017-08-08,6,1152348,1.0,False
124599270,2017-08-07,15,849095,2.0,False
122756205,2017-07-20,49,1012787,3.0,False
125101473,2017-08-12,11,258395,1.0,False
125185660,2017-08-13,1,671684,1.0,False
124521192,2017-08-06,32,1317095,1.0,False
124282642,2017-08-04,20,1958191,1.0,False
123178453,2017-07-24,47,1463914,12.0,False
125151153,2017-08-12,40,821186,1.0,False
124354018,2017-08-05,3,527757,2.0,False
124343222,2017-08-04,51,1971730,4.0,False
122941311,2017-07-22,38,2040862,14.0,False
123705574,2017-07-29,53,1089843,21.0,False
124438559,2017-08-05,46,809184,5.0,False
122299145,2017-07-16,27,258395,3.0,False
124298055,2017-08-04,29,1235365,2.0,False
125227149,2017-08-13,23,1157564,5.0,False
125363518,2017-08-14,41,1354714,1.0,False
123362050,2017-07-26,39,1003679,2.0,False
122739287,2017-07-20,42,954805,1.0,False
122414135,2017-07-17,29,1926105,1.0,False
123479724,2017-07-27,48,759657,2.0,False
122946472,2017-07-22,41,1243815,3.0,False
123480075,2017-07-27,48,1047752,5.0,False
123452465,2017-07-27,34,1346636,12.0,False
125312287,2017-08-14,10,1346628,1.0,False
124930902,2017-08-10,32,1114749,4.0,False
123659139,2017-07-29,33,964752,3.0,False
125404928,2017-08-15,6,172343,2.0,False
124109644,2017-08-02,40,2108569,1.0,False
123700544,2017-07-29,51,1089079,4.0,False
123350512,2017-07-26,31,2010793,4.0,False
124765582,2017-08-08,49,1944334,8.181,False
123744003,2017-07-30,19,838408,2.0,False
123963492,2017-08-01,20,313641,11.0,False
122177541,2017-07-15,21,557810,1.0,False
122307648,2017-07-16,31,623317,28.188,False
122292938,2017-07-16,23,1908028,3.0,False
122791886,2017-07-21,12,1354712,2.0,False
123896074,2017-07-31,42,890375,3.0,True
124438992,2017-08-05,46,1091366,43.0,False
122469452,2017-07-18,3,364834,7.0,False
124374293,2017-08-05,12,805321,1.0,False
123104079,2017-07-24,7,1047733,4.0,False
123806755,2017-07-30,49,1179109,2.0,False
122796125,2017-07-21,15,1466049,2.0,False
122621728,2017-07-19,32,584103,2.293,False
123755582,2017-07-30,25,559494,2.0,False
122830018,2017-07-21,37,523054,3.0,False
123218664,2017-07-25,12,1159415,4.0,False
124335357,2017-08-04,48,1576327,1.0,False
123188789,2017-07-24,51,1695900,54.115,False
122530361,2017-07-18,38,1037838,1.0,False
125453239,2017-08-15,34,323921,8.0,False
123443788,2017-07-27,28,1320857,8.0,False
122398651,2017-07-17,21,368624,1.0,False
123536696,2017-07-28,24,913363,24.0,False
125220364,2017-08-13,19,2010667,1.0,False
123801229,2017-07-30,47,1168717,14.0,False
122459002,2017-07-17,51,2010743,2.0,False
122209188,2017-07-15,38,1333994,5.0,False
122547275,2017-07-18,46,1047679,102.0,False
125184334,2017-08-12,54,564534,4.0,False
124757488,2017-08-08,46,1463783,2.0,False
122653367,2017-07-19,48,1239740,2.0,False
124474311,2017-08-06,7,829389,3.0,False
122792283,2017-07-21,12,2001632,2.0,False
123869539,2017-07-31,27,938574,21.0,False
124312472,2017-08-04,38,1726000,7.0,True
122458761,2017-07-17,51,1915036,5.0,False
124313407,2017-08-04,39,664545,18.0,True
123605367,2017-07-29,4,1422815,1.0,False
123052866,2017-07-23,39,1532035,1.0,False
122357536,2017-07-16,53,839363,7.0,False
124804777,2017-08-09,16,371130,4.0,False
124693435,2017-08-08,9,1328340,3.0,False
122362804,2017-07-17,2,358100,2.0,False
122209178,2017-07-15,38,1325330,1.0,False
122686284,2017-07-20,9,1324182,2.0,False
123382934,2017-07-26,48,1695932,2.102,True
123618594,2017-07-29,10,1239906,8.0,False
122338401,2017-07-16,46,464112,2.0,False
123969509,2017-08-01,23,575875,1.0,False
123678519,2017-07-29,43,804503,5.0,False
122585122,2017-07-19,9,938574,3.0,False
123009891,2017-07-23,16,939130,4.0,False
122495154,2017-07-18,17,788172,2.0,False
124079322,2017-08-02,23,1695837,6.176,True
125131950,2017-08-12,28,1695875,20.0,False
123885118,2017-07-31,36,2007186,3.0,False
123160336,2017-07-24,39,1501508,0.358,False
123929295,2017-08-01,2,1239818,1.0,False
122538097,2017-07-18,42,1222571,4.0,False
123278415,2017-07-25,46,2010743,3.0,False
124633289,2017-08-07,36,414454,2.0,False
124489914,2017-08-06,15,2006310,2.0,False
124041599,2017-08-02,3,1430041,15.0,False
124383399,2017-08-05,18,258376,4.0,False
123238415,2017-07-25,24,1463866,62.0,False
123150894,2017-07-24,34,1146787,6.0,False
123994621,2017-08-01,37,936994,10.0,True
122388801,2017-07-17,15,724003,2.0,False
122406959,2017-07-17,25,1550461,2.8,False
122887920,2017-07-22,8,1932492,3.0,True
123917368,2017-07-31,50,1693648,12.462,False
122426313,2017-07-17,37,1464025,4.0,False
124925369,2017-08-10,28,1332664,3.0,True
124594724,2017-08-07,12,464385,3.0,False
123496812,2017-07-28,2,1057033,21.0,False
123650881,2017-07-29,28,1146974,11.0,False
122836532,2017-07-21,40,991331,1.0,False
122775237,2017-07-21,4,789224,5.0,False
124107008,2017-08-02,39,1243805,3.0,False
124661632,2017-08-07,48,2027559,10.0,False
122288964,2017-07-16,21,1342003,28.0,False
122744368,2017-07-20,44,1957773,2.0,False
124368970,2017-08-05,9,1091370,11.0,False
124543133,2017-08-06,44,472314,2.0,False
123327607,2017-07-26,18,329365,4.0,True
122566246,2017-07-18,54,1965732,7.0,False
124559262,2017-08-06,49,1981900,2.0,False
124228215,2017-08-03,47,1036689,45.0,False
123507651,2017-07-28,7,664537,8.0,True
122221445,2017-07-15,44,849139,12.0,True
125477928,2017-08-15,46,1240160,6.0,False
122334524,2017-07-16,44,1940454,9.0,False
124889319,2017-08-10,6,1971328,1.0,False
123619008,2017-07-29,10,1960304,4.0,False
123960083,2017-08-01,18,467808,4.0,False
123880248,2017-07-31,33,1963606,1.0,False
122473847,2017-07-18,5,164088,3.0,False
123422800,2017-07-27,15,939129,1.0,False
125191022,2017-08-13,3,1695875,73.0,False
123074535,2017-07-23,48,1253765,9.0,False
124017879,2017-08-01,47,1117662,3.0,False
123472622,2017-07-27,45,1182733,8.0,False
123145912,2017-07-24,31,368136,39.0,False
125165854,2017-08-12,46,1489881,3.0,False
125074754,2017-08-11,52,418238,36.0,False
122810047,2017-07-21,24,813167,1.0,False
122363221,2017-07-17,2,833395,1.0,False
125001889,2017-08-11,14,1422500,7.0,True
124991932,2017-08-11,8,1463610,1.0,False
122919173,2017-07-22,26,850333,6.0,False
122315349,2017-07-16,36,215896,1.0,False
123925364,2017-07-31,54,1156722,1.0,False
124722114,2017-08-08,27,956013,1.0,False
122386316,2017-07-17,13,1239783,2.0,False
122867891,2017-07-21,53,1463860,45.0,True
125490709,2017-08-15,51,1457000,4.0,False
122162660,2017-07-15,12,1176560,3.0,False
123299227,2017-07-26,2,1118775,4.0,False
125072615,2017-08-11,51,740728,5.0,False
123655671,2017-07-29,31,463903,4.0,False
122761676,2017-07-20,51,1464065,1.0,False
125480510,2017-08-15,47,1234340,4.0,False
124617773,2017-08-07,26,220435,6.0,False
124017557,2017-08-01,47,888630,3.0,False
125174436,2017-08-12,49,2011153,3.0,False
124347726,2017-08-04,53,1958713,2.0,True
123208126,2017-07-25,7,314879,4.0,False
122762625,2017-07-20,52,372369,3.0,False
123511837,2017-07-28,8,2059647,1.0,False
124819302,2017-08-09,24,1717640,4.0,True
124924142,2017-08-10,27,1965978,4.0,False
122753716,2017-07-20,48,1036689,22.0,False
122586366,2017-07-19,9,2049778,1.0,False
123959781,2017-08-01,18,159242,7.0,False
122583011,2017-07-19,8,1148719,3.0,False
124699676,2017-08-08,13,1047396,3.0,False
123255834,2017-07-25,36,315220,2.0,False
123084985,2017-07-23,52,1273024,1.0,True
124407758,2017-08-05,30,2048633,10.0,True
124154026,2017-08-03,6,757888,7.0,False
123519589,2017-07-28,13,1464035,1.0,True
123916912,2017-07-31,50,1353189,17.0,False
122176454,2017-07-15,20,1463888,2.0,False
123981372,2017-08-01,29,900196,3.0,False
123830685,2017-07-31,5,2045834,4.0,False
123823348,2017-07-31,2,1464063,6.0,False
124404465,2017-08-05,29,108797,7.0,True
124418019,2017-08-05,37,903284,22.174,False
122210356,2017-07-15,39,302998,12.0,False
124107030,2017-08-02,39,1289417,2.0,False
122959136,2017-07-22,46,1369793,1.0,False
124244841,2017-08-03,54,1696015,5.0,False
123287027,2017-07-25,50,903286,4.819,False
124796896,2017-08-09,10,1621529,3.0,True
125242523,2017-08-13,31,1905639,1.0,False
123499258,2017-07-28,3,1085246,9.637,True
123966003,2017-08-01,21,698643,14.0,False
122876552,2017-07-22,3,2008747,7.0,False
122686387,2017-07-20,9,1400332,5.0,False
123219469,2017-07-25,13,212550,3.0,False
125327186,2017-08-14,20,502331,41.0,False
123229969,2017-07-25,19,2059342,5.0,False
123157819,2017-07-24,38,1229664,1.0,False
123437198,2017-07-27,24,1157329,20.0,True
125179110,2017-08-12,51,1961065,1.0,False
123167473,2017-07-24,43,1121513,4.0,False
124547908,2017-08-06,45,1920107,4.0,False
124608859,2017-08-07,21,227728,2.0,False
124833941,2017-08-09,34,1105211,3.0,False
122899600,2017-07-22,15,1420007,1.0,False
123252038,2017-07-25,33,828204,1.0,False
124817442,2017-08-09,23,2048313,7.0,False
123883162,2017-07-31,35,1463883,2.0,False
122675375,2017-07-20,4,1239793,2.0,False
124059567,2017-08-02,11,1987152,5.0,False
123788217,2017-07-30,42,1346626,4.0,False
124281135,2017-08-04,20,305237,1.0,False
124814386,2017-08-09,22,255198,6.0,False
123170289,2017-07-24,44,1457396,6.0,False
124701513,2017-08-08,14,1695999,15.31,True
123644381,2017-07-29,24,2081175,3.0,False
125170693,2017-08-12,48,1229664,1.0,False
124667587,2017-08-07,51,819194,1.0,False
122381779,2017-07-17,10,1464137,1.0,False
122585651,2017-07-19,9,1446726,1.0,True
125419814,2017-08-15,13,1696041,2.0,True
125250927,2017-08-13,37,999545,1.0,False
122914744,2017-07-22,24,358515,2.0,False
124667870,2017-08-07,51,1047756,6.0,False
124683035,2017-08-08,4,1464240,17.0,False
125016275,2017-08-11,23,1004551,15.0,False
124033883,2017-08-01,53,2010667,10.0,False
124694495,2017-08-08,10,329364,5.0,False
123122916,2017-07-24,18,881911,2.0,False
124769739,2017-08-08,51,1342009,4.0,False
124497391,2017-08-06,20,364829,2.0,False
123676122,2017-07-29,42,511394,1.0,False
122995355,2017-07-23,8,105737,2.0,False
124388639,2017-08-05,20,1463865,1.0,False
122463697,2017-07-17,54,168931,4.0,False
124350624,2017-08-05,1,1464005,5.0,False
124699141,2017-08-08,12,2110456,13.0,False
123448564,2017-07-27,31,1457178,2.0,False
122453566,2017-07-17,49,1463885,27.0,False
125079179,2017-08-11,54,460804,2.0,False
123989634,2017-08-01,34,1083152,3.0,False
123873997,2017-07-31,29,1394348,9.0,False
123221582,2017-07-25,14,1423681,3.0,False
124972135,2017-08-10,52,1920016,2.0,False
124304472,2017-08-04,34,323013,9.0,False
124481762,2017-08-06,10,1463771,9.0,False
122323263,2017-07-16,39,1693648,58.702,False
122666624,2017-07-19,54,687549,2.0,False
123140402,2017-07-24,28,262358,3.0,False
124266187,2017-08-04,10,1036689,6.0,False
123823173,2017-07-31,2,1422815,1.0,False
122673352,2017-07-20,3,1457359,2.0,False
123104217,2017-07-24,7,1159413,5.0,False
122542311,2017-07-18,44,1246757,14.0,False
123484443,2017-07-27,50,468058,2.0,False
124705210,2017-08-08,17,1047394,2.0,False
124457518,2017-08-05,53,1047690,9.0,False
124540265,2017-08-06,42,1930065,4.0,True
123464686,2017-07-27,41,1913464,14.0,False
123095027,2017-07-24,3,996613,9.439,False
122204813,2017-07-15,36,1284221,5.0,False
123303005,2017-07-26,3,2127114,6.0,True
123464707,2017-07-27,41,1930967,57.0,True
123375988,2017-07-26,46,208539,2.243,False
122680465,2017-07-20,6,2057231,14.912,False
125492068,2017-08-15,52,671083,2.0,False
124673343,2017-08-07,53,2010049,1.0,False
122787014,2017-07-21,9,1239912,4.0,True
125197621,2017-08-13,6,1489872,4.0,False
125037664,2017-08-11,36,273528,10.0,False
125275074,2017-08-13,47,2101795,14.0,True
124471078,2017-08-06,5,2047752,8.0,False
125051316,2017-08-11,43,414478,1.0,False
122580244,2017-07-19,7,802832,7.0,False
122357008,2017-07-16,53,250782,2.0,False
122852265,2017-07-21,47,819231,5.587,True
122625321,2017-07-19,34,2042947,10.0,False
124900860,2017-08-10,13,227728,6.0,False
123500281,2017-07-28,3,1932980,11.0,False
124178810,2017-08-03,20,890215,1.0,False
122716311,2017-07-20,28,996597,6.0,False
123297678,2017-07-26,1,1502392,105.77,True
122870081,2017-07-22,1,507479,3.0,False
122584225,2017-07-19,8,2027827,3.0,False
125043396,2017-08-11,39,108952,1.0,False
123040630,2017-07-23,33,522721,8.0,False
124055689,2017-08-02,9,1463805,3.0,False
125047443,2017-08-11,41,692531,7.0,False
122485732,2017-07-18,10,2005984,3.0,False
124454341,2017-08-05,52,358096,4.0,False
123047039,2017-07-23,37,164647,8.0,False
122946127,2017-07-22,41,968432,16.0,False
124175004,2017-08-03,18,315713,4.0,False
123054246,2017-07-23,40,1162382,20.0,False
123706554,2017-07-29,53,1990453,1.0,False
122412034,2017-07-17,28,1463936,1.0,False
124660817,2017-08-07,48,1422817,4.0,False
123556707,2017-07-28,37,464385,1.0,False
124053956,2017-08-02,8,2011208,6.0,False
123467349,2017-07-27,43,621300,33.0,False
123670450,2017-07-29,39,958015,5.0,False
124116947,2017-08-02,44,1146804,4.0,False
122812355,2017-07-21,25,1050142,6.0,False
122776670,2017-07-21,4,2017173,1.0,False
122257045,2017-07-16,4,1971317,1.0,False
123569827,2017-07-28,43,1963838,3.0,False
122661011,2017-07-19,51,1400330,15.0,True
123816631,2017-07-30,53,849080,8.0,False
122336888,2017-07-16,45,1457039,4.0,False
123531236,2017-07-28,21,573832,7.0,False
123498656,2017-07-28,3,575875,23.0,True
124579726,2017-08-07,4,2026893,1.0,False
122270819,2017-07-16,11,305237,2.0,False
124537796,2017-08-06,41,1463784,8.0,False
123177945,2017-07-24,47,1179580,1.0,False
124207277,2017-08-03,37,1695936,2.056,False
124152759,2017-08-03,5,1457185,2.0,True
123019958,2017-07-23,21,1354388,12.0,False
123584289,2017-07-28,49,759697,3.0,False
122672911,2017-07-20,3,1159726,14.0,False
122866774,2017-07-21,53,358264,3.0,False
124765758,2017-08-08,49,2001632,1.0,False
122788292,2017-07-21,10,751759,1.0,False
124739257,2017-08-08,38,358096,1.0,False
125167124,2017-08-12,47,554048,2.0,False
122319300,2017-07-16,37,2087978,1.0,False
124072243,2017-08-02,19,2017079,1.0,False
122387313,2017-07-17,14,724498,7.0,False
122508750,2017-07-18,24,2048596,9.0,False
122386468,2017-07-17,13,1441514,1.0,False
124372607,2017-08-05,11,1070962,3.0,False
123085363,2017-07-23,52,1464091,5.0,False
124997469,2017-08-11,11,1354711,31.0,False
123814025,2017-07-30,52,757880,9.0,False
124241365,2017-08-03,52,1503891,9.0,False
122742236,2017-07-20,44,169101,1.0,False
122370683,2017-07-17,5,1354712,1.0,False
123069223,2017-07-23,46,1457411,13.0,False
123119830,2017-07-24,16,1162382,4.0,False
124753291,2017-08-08,45,264576,1.0,False
122843137,2017-07-21,43,1973606,1.0,False
124750288,2017-08-08,43,2010793,1.0,False
123527354,2017-07-28,18,2045637,1.0,False
122486867,2017-07-18,11,1214325,11.0,False
122684723,2017-07-20,8,1951042,1.0,False
122307244,2017-07-16,31,165718,8.0,True
123507316,2017-07-28,7,314393,6.0,False
124616548,2017-08-07,25,841607,1.0,False
122159431,2017-07-15,10,1464257,6.0,False
122731838,2017-07-20,38,956011,3.0,True
123237201,2017-07-25,24,372924,8.0,False
122731074,2017-07-20,37,2068536,7.0,False
125379597,2017-08-14,48,679926,1.0,False
124006849,2017-08-01,43,575876,2.0,False
122661339,2017-07-19,51,1575240,3.0,False
123458950,2017-07-27,38,1457328,16.0,False
124755895,2017-08-08,46,179274,9.0,False
125456084,2017-08-15,36,358264,7.0,False
124017278,2017-08-01,47,671039,29.0,False
122523278,2017-07-18,34,514729,1.0,False
123447009,2017-07-27,30,1418844,1.0,False
124065282,2017-08-02,15,1418847,1.0,False
123854654,2017-07-31,18,2088922,4.0,False
122511020,2017-07-18,26,1328907,1.0,False
124707288,2017-08-08,18,1309297,9.0,False
122223713,2017-07-15,45,310647,3.0,False
123153162,2017-07-24,36,414353,3.0,False
122634667,2017-07-19,40,936994,6.0,True
122731843,2017-07-20,38,959502,39.0,True
124136327,2017-08-02,51,1466281,17.0,False
123632179,2017-07-29,18,1473479,12.157,False
123474274,2017-07-27,46,364834,1.0,False
124284286,2017-08-04,21,1464097,2.0,False
123014318,2017-07-23,18,1695912,22.387,False
125257732,2017-08-13,40,2043198,5.0,False
124187635,2017-08-03,25,422452,4.0,False
124560498,2017-08-06,50,907671,1.0,False
123565636,2017-07-28,41,1463882,1.0,False
122211587,2017-07-15,39,1457020,1.0,False
122298452,2017-07-16,26,1457251,4.0,False
122156627,2017-07-15,9,570917,3.0,False
123680615,2017-07-29,44,724003,12.0,False
122494422,2017-07-18,16,1958177,3.0,False
124804357,2017-08-09,15,1936173,13.0,True
124473253,2017-08-06,6,1958226,1.0,False
123397251,2017-07-27,1,1112839,2.0,False
123639699,2017-07-29,22,1386506,2.0,True
124116431,2017-08-02,44,789224,24.0,False
122364673,2017-07-17,2,2048163,2.0,False
122394438,2017-07-17,18,1502391,10.789,False
123740335,2017-07-30,17,1079329,3.0,False
124900500,2017-08-10,12,1913596,2.0,False
125040891,2017-08-11,37,1642397,0.985,False
122266126,2017-07-16,8,1501524,32.0,False
123292384,2017-07-25,52,1463437,6.0,True
122472383,2017-07-18,4,848765,20.0,True
125176499,2017-08-12,50,1501579,7.0,False
122396417,2017-07-17,19,2088922,13.0,False
123455898,2017-07-27,37,363049,4.0,False
123961508,2017-08-01,18,1966167,3.0,False
122580617,2017-07-19,7,1112839,2.0,True
124639010,2017-08-07,39,222975,5.0,False
123858001,2017-07-31,20,1950029,5.0,False
124963716,2017-08-10,49,671908,2.0,False
125436182,2017-08-15,23,1944899,1.0,False
125383280,2017-08-14,49,1464907,18.0,False
125426248,2017-08-15,18,308924,4.0,False
124430426,2017-08-05,43,454416,4.0,False
122164268,2017-07-15,13,1243815,3.0,False
122138767,2017-07-15,1,1463797,4.0,False
124064794,2017-08-02,15,849139,5.0,True
123145552,2017-07-24,30,2010959,2.0,False
122274274,2017-07-16,12,2060910,16.0,True
123735149,2017-07-30,13,2048624,1.0,False
123839471,2017-07-31,9,1471462,4.0,False
124916107,2017-08-10,23,522721,1.0,False
124207112,2017-08-03,37,1471911,1.0,False
124673321,2017-08-07,53,2002412,18.0,False
123061787,2017-07-23,44,264299,14.0,False
125088535,2017-08-12,4,1916209,2.0,False
124134901,2017-08-02,51,323013,11.0,False
125413982,2017-08-15,10,122095,1.0,False
124023076,2017-08-01,49,1038946,4.0,False
123914576,2017-07-31,49,1464092,4.0,False
124141349,2017-08-02,53,1967914,6.0,True
124629485,2017-08-07,33,1239817,5.0,False
122434465,2017-07-17,41,1972316,1.0,False
122633022,2017-07-19,39,1105215,1.0,False
122689644,2017-07-20,11,1457179,4.0,False
124130002,2017-08-02,49,688279,2.0,False
125058568,2017-08-11,45,2087409,1.0,False
125158553,2017-08-12,44,358564,1.0,False
124796471,2017-08-09,10,1053943,5.0,False
124021389,2017-08-01,48,1660191,2.0,False
123362092,2017-07-26,39,1047758,4.0,False
124596931,2017-08-07,13,1463787,19.0,False
123276462,2017-07-25,46,407533,2.0,False
123903320,2017-07-31,45,1146786,9.0,False
122601626,2017-07-19,20,671083,5.0,False
125129987,2017-08-12,27,1719504,10.971,False
123545237,2017-07-28,29,622958,3.0,False
125154466,2017-08-12,42,119024,4.0,False
124812376,2017-08-09,20,2017173,6.0,False
123799123,2017-07-30,46,1584297,2.0,False
123191534,2017-07-24,52,2012591,5.0,False
124673661,2017-08-07,54,315221,3.0,False
122461775,2017-07-17,53,223136,38.0,False
125414378,2017-08-15,10,833395,2.0,False
122855990,2017-07-21,48,1464209,7.0,False
124527173,2017-08-06,36,1167544,14.0,False
124488751,2017-08-06,15,218728,5.0,False
124288228,2017-08-04,24,319095,3.0,True
122891418,2017-07-22,10,1230461,1.0,False
124995719,2017-08-11,10,1333224,3.0,True
124921471,2017-08-10,26,170791,1.0,False
122150003,2017-07-15,6,1146783,6.0,False
122889140,2017-07-22,9,849098,4.0,True
125471384,2017-08-15,44,269084,3.0,False
122776233,2017-07-21,4,1489662,4.0,False
124144692,2017-08-03,1,2046805,9.0,False
124875347,2017-08-09,53,1576325,1.0,False
123201998,2017-07-25,4,414623,8.0,False
123136499,2017-07-24,25,2058758,5.0,False
123083143,2017-07-23,51,1938021,1.0,False
122285828,2017-07-16,20,514172,1.0,False
124384481,2017-08-05,18,1345071,3.0,False
125362196,2017-08-14,40,2006310,3.0,False
123157745,2017-07-24,38,1148971,3.0,True
122572424,2017-07-19,3,1463786,7.0,False
125128423,2017-08-12,27,223434,3.0,False
124522704,2017-08-06,33,1423681,2.0,False
122615889,2017-07-19,28,1114903,5.0,True
123239323,2017-07-25,25,372937,2.0,False
125282203,2017-08-13,50,1465130,27.0,False
124837715,2017-08-09,37,371434,1.0,False
123054542,2017-07-23,40,1457185,4.0,True
123702452,2017-07-29,52,575875,3.0,False
123854875,2017-07-31,19,363889,10.0,False
123846946,2017-07-31,14,633977,3.367,False
123710384,2017-07-30,2,874598,4.0,False
123719048,2017-07-30,5,2035587,1.0,False
123656701,2017-07-29,31,1463790,2.0,False
123347137,2017-07-26,29,1453123,1.0,False
124799251,2017-08-09,12,212552,5.0,False
122892193,2017-07-22,11,214381,6.0,False
123641894,2017-07-29,23,2011153,1.0,False
124119615,2017-08-02,45,1046272,9.0,False
124039700,2017-08-02,2,2006810,4.0,False
122568006,2017-07-19,1,1642398,13.292,True
124924948,2017-08-10,28,844019,0.218,False
122703352,2017-07-20,20,1423681,4.0,False
123924784,2017-07-31,54,219147,1.0,False
123288610,2017-07-25,50,2087567,4.0,False
124506445,2017-08-06,24,1463867,29.0,False
125209970,2017-08-13,13,153395,2.0,True
124525595,2017-08-06,35,1091369,2.0,False
125367552,2017-08-14,43,1417154,2.0,False
125320334,2017-08-14,15,2007088,1.0,False
122156355,2017-07-15,9,315176,7.0,False
125120800,2017-08-12,22,1463568,2.0,False
124580047,2017-08-07,5,320682,19.0,False
123013634,2017-07-23,18,1109326,9.0,False
123532418,2017-07-28,21,1968666,3.0,False
122471749,2017-07-18,4,115720,3.0,False
123448771,2017-07-27,31,1695825,3.939,False
124416559,2017-08-05,36,1400328,3.0,False
122383048,2017-07-17,11,1105299,2.0,False
124523352,2017-08-06,34,158875,5.0,False
122572510,2017-07-19,3,1464309,3.0,False
122533950,2017-07-18,40,668753,9.0,False
123696939,2017-07-29,50,208539,1.131,False
123781653,2017-07-30,39,999546,3.0,False
124298228,2017-08-04,29,1410768,2.0,False
125161766,2017-08-12,45,732006,9.0,False
125165890,2017-08-12,46,1575245,7.0,False
124568143,2017-08-06,53,958516,5.0,False
124733975,2017-08-08,34,2013674,9.0,True
125347930,2017-08-14,32,986193,2.0,False
122671936,2017-07-20,3,317285,11.0,False
125095418,2017-08-12,8,213653,1.0,False
124413646,2017-08-05,34,1457177,4.0,False
124575377,2017-08-07,3,261053,40.0,False
124241029,2017-08-03,52,1397067,7.0,False
124965268,2017-08-10,49,1958179,2.0,False
123461670,2017-07-27,40,219147,1.0,False
124556135,2017-08-06,48,1575249,5.0,False
124611631,2017-08-07,22,1463807,9.0,False
124701138,2017-08-08,14,1171142,2.0,False
122174730,2017-07-15,19,2010370,2.0,False
122432608,2017-07-17,40,2010260,1.0,False
124618094,2017-08-07,26,847863,11.0,True
122786968,2017-07-21,9,1235334,4.0,False
123641867,2017-07-29,23,2010260,4.0,False
124532245,2017-08-06,38,2011266,4.0,False
124571902,2017-08-07,1,1102971,2.0,False
125280472,2017-08-13,50,108696,3.0,False
122983981,2017-07-23,3,686036,4.0,False
123633517,2017-07-29,19,1105212,3.0,True
122900069,2017-07-22,15,2043795,4.0,False
123728149,2017-07-30,9,1489835,32.0,False
124786289,2017-08-09,5,1503854,1.0,True
124807985,2017-08-09,18,843462,1.0,False
123518686,2017-07-28,13,210798,3.0,False
124842072,2017-08-09,39,502230,1.0,False
124063653,2017-08-02,14,1332689,2.0,False
122214548,2017-07-15,41,464339,3.0,False
123965492,2017-08-01,21,119624,4.0,False
122401468,2017-07-17,22,1696025,2.0,False
123357157,2017-07-26,36,2081064,21.0,False
124624132,2017-08-07,29,1466049,1.0,False
123420060,2017-07-27,13,587104,3.593,True
125223076,2017-08-13,21,502067,1.0,False
123276400,2017-07-25,46,355091,17.0,True
123754551,2017-07-30,24,1464092,1.0,False
124495456,2017-08-06,18,2011583,1.0,False
122676367,2017-07-20,5,105574,4.0,False
124329483,2017-08-04,46,1333224,4.0,False
124530769,2017-08-06,38,724498,8.0,False
123457460,2017-07-27,37,1972782,1.0,False
122724513,2017-07-20,33,2054101,14.0,False
123095438,2017-07-24,3,1246498,16.0,False
123804757,2017-07-30,48,1576324,1.0,False
123641265,2017-07-29,23,1312957,3.0,False
124596952,2017-08-07,13,1464045,3.0,False
125359177,2017-08-14,39,664537,3.0,False
123932685,2017-08-01,3,1972462,1.0,False
123017618,2017-07-23,20,1246784,6.0,False
122314565,2017-07-16,35,1114754,12.0,False
123718057,2017-07-30,5,1167754,8.0,False
122721191,2017-07-20,31,1089046,7.0,False
122463286,2017-07-17,53,1936931,4.0,False
122456442,2017-07-17,50,1913258,9.0,False
123453283,2017-07-27,35,417835,1.0,False
125260103,2017-08-13,42,253145,2.0,False
122908115,2017-07-22,20,1127862,1.0,True
124654949,2017-08-07,46,946671,8.0,False
125316813,2017-08-14,13,1047681,10.0,False
125495536,2017-08-15,53,2010359,1.0,False
124706375,2017-08-08,18,262358,2.0,False
124568091,2017-08-06,53,913964,2.0,False
125038646,2017-08-11,36,1353191,1.0,False
122875884,2017-07-22,3,1460021,10.0,False
125091529,2017-08-12,6,843411,2.0,False
122312006,2017-07-16,33,2026650,1.0,False
125201064,2017-08-13,8,789223,1.0,False
122301193,2017-07-16,27,2033699,2.0,False
124067837,2017-08-02,17,940590,4.0,True
124170419,2017-08-03,15,305074,4.0,False
122786318,2017-07-21,9,567579,5.0,False
125374388,2017-08-14,46,769312,5.0,False
